handle_norm,year,award_usd
nazirite,2023,690.37
0xweb3boy,2023,688.54
oyc_109,2023,687.8199999999999
fouzantanveer,2023,675.97
niroh,2023,670.0799999999999
rickard,2023,667.41
zapaz,2023,666.61
matricksdecoder,2023,665.3299999999999
_eperezok,2023,663.6
hl_,2023,661.3
leviticus1129,2023,656.33
0xnightraven,2023,655.99
atharvasama,2023,650.96
nikki,2023,650.79
mahdirostami,2023,639.44
defihacklabs,2023,639.24
lowk,2023,638.64
matin,2023,637.49
deepkin,2023,634.35
0xmango,2023,632.99
igorzuk,2023,632.02
r0ck3tz,2023,628.92
0xlemon,2023,624.54
mrpathfindr,2023,623.16
juntao,2023,622.86
kose,2023,621.21
albahaca,2023,620.8
fibonacci,2023,620.71
the_kakers,2023,616.47
chinmay,2023,615.6800000000001
aashar,2023,614.77
bronzedisc,2023,609.9300000000001
r-nemes,2023,606.19
00xsev,2023,604.38
nuthan2x,2023,604.23
joaovwfreire,2023,599.6999999999999
neumo,2023,595.97
serial-coder,2023,595.96
anarcheuz,2023,594.3000000000001
verichains,2023,592.67
diana,2023,588.63
silvermist,2023,585.13
fyvgsk,2023,581.77
parsely,2023,578.49
c47ch3m4ll,2023,577.54
codefoxinc,2023,571.94
doublesharp,2023,569.73
0xrugpull_detector,2023,567.3
jiamin,2023,566.08
frazerch,2023,556.77
youngwolves,2023,556.77
0xhelium,2023,556.6
iurii3,2023,550.83
inallhonesty,2023,548.51
atree,2023,542.19
blos,2023,542.19
debo,2023,541.65
tointer,2023,538.18
wintermute,2023,537.95
cryptor,2023,533.81
nisedo,2023,532.8199999999999
grearlake,2023,532.26
savi0ur,2023,524.9
bnke0x0,2023,524.8199999999999
hama,2023,524.16
aslanbek,2023,521.55
giorgio,2023,521.54
rotcivegaf,2023,513.02
delfin454000,2023,512.63
alymurtazamemon,2023,512.26
king_,2023,512.21
0xnacho,2023,511.78000000000003
0xta,2023,510.73
sl1,2023,504.8
petartolev,2023,504.53999999999996
sakshamguruji,2023,496.16
norah,2023,495.83
caeradenoir,2023,492.27
0xaadi,2023,492.12
0xalix2,2023,489.96000000000004
0xackermann,2023,484.72999999999996
jigsaw,2023,482.88
leegh,2023,479.0
omen,2023,473.15999999999997
saian,2023,472.13
mrudenko,2023,468.17999999999995
0xkasper,2023,464.32000000000005
tripathi,2023,458.78999999999996
greedygoblin,2023,451.99
redonen,2023,450.94
eccentricexit,2023,450.03
sy_s,2023,449.78
rappie,2023,448.2
d1r3wolf,2023,446.33000000000004
elcid,2023,442.92
33bytezzz,2023,438.8
rjs,2023,435.54999999999995
madwookie,2023,431.26
prestige,2023,430.46999999999997
cats,2023,430.18
ggg_ttt_hhh,2023,425.86
blockian,2023,422.08
audit_avengers,2023,416.71
crunch,2023,416.2
reassor,2023,415.15000000000003
rekcah,2023,412.93
0xepley,2023,411.58
ge6a,2023,410.56
0xmilenov,2023,393.95
xeros,2023,392.72
georgits,2023,390.67999999999995
thecatking,2023,390.21999999999997
thank_you,2023,389.14000000000004
yumsec,2023,377.71
lfzkoala,2023,377.4
carlos__alegre,2023,377.16999999999996
theschnilch,2023,375.65999999999997
8olidity,2023,374.09000000000003
bughunter007,2023,374.04999999999995
pns,2023,373.67
0xhex,2023,371.57
tonisives,2023,367.47999999999996
cryp70,2023,366.14000000000004
foxb868,2023,365.28999999999996
unique,2023,364.04
cloudx,2023,363.16
shaheen,2023,358.72
0x5rings,2023,357.38
alexzoid,2023,354.44
stermi,2023,353.65999999999997
udarteam,2023,353.23
nicobevi,2023,351.75
0xjuicer,2023,349.1
niki,2023,347.01
zaevlad,2023,345.5
inference,2023,344.18
black-panda-reach,2023,337.91
inspex,2023,335.58000000000004
jerry0x,2023,333.95000000000005
rokso,2023,332.11
ellipticpoint,2023,329.88
7ashraf,2023,329.32
beber89,2023,329.15999999999997
oualidpro,2023,328.14
patitonar,2023,327.76
nomoi,2023,327.53999999999996
bowtiedoriole,2023,326.66
dicethedev,2023,326.5
0xmrhoodie,2023,324.64
as,2023,312.87
tajobin,2023,311.49
bshramin,2023,309.46999999999997
pessimistic,2023,309.05
0x6d6164616e,2023,308.91999999999996
morraez,2023,308.79
gg_security,2023,304.58
sm-stack,2023,304.32000000000005
skyge,2023,301.9
perseus,2023,300.52
martin,2023,298.2
ro,2023,297.65
ck,2023,297.38
securitise,2023,294.87
chasethelight,2023,292.32
pixpi,2023,291.81
kmanofficial,2023,289.75
shamsulhaq123,2023,287.89
favelanky,2023,287.67
smiling_heretic,2023,285.69
bitsurfer,2023,285.03999999999996
jnrlouis,2023,282.51
walter,2023,280.95
ramenpeople,2023,280.94
betweenethlines,2023,276.69
karanctf,2023,275.51
stormreckson,2023,275.42
jesusrod15,2023,275.37
solsaver,2023,275.04
mohandes,2023,273.57
n33k,2023,271.34
sahardevep,2023,270.33
azhar,2023,269.82
bowtiedvirus,2023,265.68
innertia,2023,262.71000000000004
johnnytime,2023,262.69
stackachu,2023,260.4
jtjabba,2023,258.02
eyexploit,2023,255.98
kumpa,2023,255.85999999999999
troublor,2023,253.66
a12jmx,2023,253.34
blutorque,2023,252.95
ubermensch,2023,252.83
akali,2023,252.27
zabihullahazadzoi,2023,250.7
m4ttm,2023,250.26999999999998
0xphantom,2023,249.22
soltho,2023,249.22
y0ng0p3,2023,249.22
marckn,2023,246.93
threesigma,2023,246.1
ace-30,2023,245.76000000000002
digitizeworx,2023,242.82
sayan,2023,242.55
no12samurai,2023,242.02
eeshenggoh,2023,241.72
p12473,2023,241.38
clara,2023,237.87
minimalproxy,2023,235.13
pwnstars,2023,235.12
piyushshukla,2023,232.99
vagrant,2023,232.82999999999998
deekshith99,2023,229.19
totomanov,2023,225.56
phantasmagoria,2023,223.98
mov,2023,223.72
reach,2023,223.47
hashminer0725,2023,221.66
zambody,2023,221.55
ddimitrov22,2023,221.37
cheatc0d3,2023,220.52
erictee,2023,220.37
0xdemon,2023,218.73
dishwasher,2023,218.71
shalaamum,2023,214.78000000000003
ybansal2403,2023,214.64000000000001
wallstreetvilkas,2023,214.19
delerrh,2023,213.79000000000002
jpserrat,2023,211.49
evdoc,2023,211.23
legendfenguin,2023,211.17000000000002
0xpsuedopandit,2023,207.94
cosmic-bee-reach,2023,205.39
orion,2023,204.64999999999998
gizzy,2023,203.01
0xlanterns,2023,202.63
2997ms,2023,202.29
myfdsyours,2023,202.04000000000002
bughunter101,2023,201.19
awesome,2023,198.63
tala7985,2023,197.56
yussecurity,2023,197.48999999999998
tadev,2023,197.36
dewaxindo,2023,197.35999999999999
flacko,2023,196.54
glorysec,2023,196.26
andy,2023,195.74
chainsnake,2023,195.23
keccak123,2023,193.51000000000002
audit_avengers_2,2023,192.11
yungchaza,2023,192.11
0xvj,2023,189.79999999999998
halden,2023,187.94
ernestognw,2023,186.16000000000003
0xblackskull,2023,185.82
d_auditor,2023,185.26999999999998
jekapi,2023,184.41000000000003
0xmichalis,2023,183.67000000000002
bgsecurity,2023,182.21
okolicodes,2023,181.24
darktower,2023,180.9
thesavageteddy,2023,180.39
scokaf,2023,179.36
kral01,2023,178.37
ayo_dev,2023,177.75
lotus,2023,177.3
jp_courses,2023,174.81
polaris_tow,2023,174.79
pipoca,2023,173.11
0xtiwa,2023,170.41
0xdaydream,2023,170.18
phoenixv110,2023,169.57
seeu,2023,167.76999999999998
banpaleo5,2023,167.43
apocalypto,2023,165.48
beosin,2023,164.38
xdzibecx,2023,163.83
ginlee,2023,162.07999999999998
flutter_developer,2023,161.89
stryder,2023,160.66
synackrst,2023,160.44
0xgrbr,2023,159.26
pheonix,2023,156.67999999999998
moneyversed,2023,155.72
j4ld1na,2023,155.24
crypticshepherd,2023,155.15
kenzo,2023,154.74
ro1sharkm,2023,153.91
ch0bu,2023,153.45
eurovickk,2023,151.83
elprofesor,2023,150.79
hendrik,2023,150.72
spark,2023,150.64
omis,2023,149.45
pwnednomore,2023,149.42
raiders,2023,149.07999999999998
flora,2023,148.63
ryonen,2023,148.46
kenta,2023,147.73
niloy,2023,145.35
zach,2023,145.30999999999997
asui,2023,143.96
crack-the-kelp,2023,142.26999999999998
bahurum,2023,141.98
charlesjhongc,2023,140.67
pierrickgt,2023,139.58
r2,2023,136.71
bube,2023,136.62
oberon,2023,136.45999999999998
openwide,2023,135.16
spacelord47,2023,132.87
0xrobsol,2023,132.86
decade,2023,131.75
jamshed,2023,131.74
33audits,2023,129.51
go-langer,2023,129.17000000000002
teawaterwire,2023,128.17000000000002
inspectah,2023,126.66
jonatascm,2023,125.51
smit_rajput,2023,125.51
tabriz,2023,125.4
aycozynfada,2023,124.96
0xkato,2023,124.35
rhao-sec,2023,124.33
paweenp,2023,123.66
bigtone,2023,123.23
nalus,2023,122.82
ada,2023,122.61
okkothejawa,2023,122.61
djxploit,2023,122.14
pedr02b2,2023,121.59
deepplus,2023,119.88
perseverancesuccess,2023,119.60999999999999
y51r,2023,119.28
ocean_sky,2023,119.00999999999999
sadbase,2023,117.52
alpha,2023,117.51
bjorn_bug,2023,116.25999999999999
solidityatl,2023,115.71000000000001
wonjun,2023,115.47
budaghyan,2023,114.50999999999999
banky,2023,114.5
jc,2023,114.35000000000001
polarzero,2023,111.37
cryptothemex,2023,110.73
xmxanuel,2023,110.6
silviaxyz,2023,109.85
smaul,2023,109.6
bclabs,2023,109.47
rishabh,2023,109.12
pipidu83,2023,106.21000000000001
kamil-chmielewski,2023,105.36
rvi0x,2023,104.66
auditwolf,2023,104.41
bird-flu,2023,104.19000000000001
lucholeonel1,2023,104.19
emmac002,2023,103.33
shirochan,2023,102.50999999999999
deps,2023,102.27
nican0r,2023,102.21
0xace,2023,101.57
philogy,2023,100.54
visualbits,2023,100.2
ke1cam,2023,99.81
cholakov,2023,99.19
praise,2023,99.09
0xmosh,2023,98.9
msk,2023,98.4
its_basu,2023,97.99
marqymarq10,2023,97.75999999999999
umarkhatab_465,2023,96.33
rouhsamad,2023,95.96000000000001
arbitraryexecution,2023,94.84
moliholy,2023,94.44999999999999
w0rr1o,2023,94.22
audityourcontracts,2023,93.06
marchev,2023,92.95
0xffchain,2023,91.91
schrodinger,2023,91.81
gt_blockchain,2023,91.53
bason,2023,91.19
mark0v,2023,90.1
clayj,2023,90.02
latt1ce,2023,89.41
nogo,2023,88.11
deathstore,2023,87.92
lethl,2023,87.82
xfu,2023,87.31
jangle,2023,87.29
0xwagmi,2023,87.25999999999999
tomio,2023,85.97
seth_lawson,2023,85.92
sandy,2023,83.72999999999999
timenov,2023,83.06
nocoder,2023,82.63999999999999
ppetrov,2023,81.34
0xd1r4cde17a,2023,81.32
slippopz,2023,81.32
0xpkhatri,2023,80.53
bulletprime,2023,79.81
836541,2023,79.64
duodit,2023,79.61
0xgusmccrae,2023,78.47999999999999
0xdave,2023,78.26
kutu,2023,78.26
prc,2023,78.26
fanz,2023,77.74000000000001
blnk,2023,76.02
roleengineer,2023,76.02
sunsec,2023,75.42
brevis,2023,75.3
handsomegiraffe,2023,74.99000000000001
helios,2023,74.39
lavishq,2023,74.39
3kus-iosiro,2023,74.27
0xanmol,2023,73.5
amshirif,2023,72.44
codetilda,2023,71.83
yamapyblack,2023,71.74000000000001
itsmestyj,2023,71.6
3dgeville,2023,71.21000000000001
varun_05,2023,69.49000000000001
jts,2023,69.09
cygaar,2023,68.6
yardi256,2023,66.59
zzykxx,2023,66.59
sebghatullah,2023,66.46000000000001
albertwh1te,2023,65.37
ellar,2023,65.35
gerdusx,2023,65.35
moksha,2023,65.35
catwhiskeys,2023,65.24
kresh,2023,64.47
0xsagetony,2023,64.28999999999999
bobface,2023,63.51
eigenvectors,2023,63.33
0xl51,2023,62.79
kalzak,2023,62.760000000000005
englave,2023,62.67
nentor,2023,62.370000000000005
linkenji,2023,62.150000000000006
0xdice91,2023,62.019999999999996
hacker-dom,2023,61.26
pawelk,2023,61.26
superrayss,2023,61.26
wtin,2023,61.26
hack3r-0m,2023,61.03
maroutis,2023,60.22
vnavascues,2023,60.2
dyear,2023,59.79
recep,2023,59.79
shyn,2023,59.79
urataps,2023,59.79
dragotanqueray,2023,59.5
jrcarlos2000,2023,59.42
randomuser,2023,59.42
leopoldjoy,2023,59.17
stiglitz,2023,58.97
destine21,2023,58.94
p7n8zk,2023,58.94
pks_,2023,58.9
devscrooge,2023,58.12
navinavu,2023,56.720000000000006
climber2002,2023,56.64
cayo,2023,56.63
yakuzakiawe,2023,56.63
john_femi,2023,56.559999999999995
alexweb3,2023,56.36
acai,2023,56.17
offside0011,2023,56.17
arjun16,2023,54.61
holydevoti0n,2023,54.19
ziyou-,2023,53.980000000000004
leogold,2023,53.410000000000004
maslarovk,2023,53.19
alphacipher,2023,52.46
yudan,2023,52.120000000000005
wvleak,2023,52.11
0xsurena,2023,51.760000000000005
dijkstradev,2023,51.67
dethera,2023,51.510000000000005
whilom,2023,51.32
haxatron,2023,51.14
rumen,2023,51.129999999999995
zhaojohnson,2023,50.980000000000004
adam-idarrha,2023,50.64
0xklh,2023,50.44
0xpacelli,2023,50.43
malatrax,2023,50.41
kaiziron,2023,49.47
spyboy,2023,49.38999999999999
w_max,2023,48.54
neko_nyaa,2023,48.22
ubl4nk,2023,48.21
gs8nrv,2023,47.71
vangrim,2023,47.62
0xsky,2023,46.94
abiih,2023,46.730000000000004
alexbabits,2023,46.260000000000005
gangsofbrahmin,2023,46.26
h5n8514,2023,45.86
hpsb,2023,45.75
antonttc,2023,45.43
gesha17,2023,45.0
enckrish,2023,44.97
lllu_23,2023,44.94
rapha,2023,44.94
y1cunhui,2023,44.629999999999995
dimagu,2023,44.17
abdessamed,2023,44.03
hakymulla,2023,44.03
plasmablocks,2023,44.03
woolcentaur,2023,44.0
evanw,2023,43.85
0xnorman,2023,43.760000000000005
aria,2023,43.63
eloimanuel,2023,43.49
f00l,2023,43.05
versiyonbir,2023,42.92
neocrao,2023,42.25
prestoncodes,2023,42.15
bough,2023,42.07
darshan,2023,42.07
p-384,2023,42.07
bloqarl,2023,42.06
wei3erhase,2023,41.97
tatakae,2023,41.879999999999995
0xhati,2023,41.82
stealthyz,2023,41.45
xiao,2023,41.33
cryptoyulia,2023,41.16
l3r0ux,2023,41.16
sooya,2023,41.16
z3r0,2023,41.16
arabadzhiev,2023,40.86
peter,2023,40.5
lodelux,2023,40.13
cookedcookee,2023,40.129999999999995
privateconstant,2023,38.76
secureverse,2023,38.76
littlebeast,2023,38.61
rektthecode,2023,38.45
yosuke,2023,38.06999999999999
th13vn,2023,36.94
rahoz,2023,36.79
manikantanynala97,2023,36.65
al88nsk,2023,36.64
pina,2023,36.64
apvlki,2023,36.629999999999995
pauliax,2023,36.5
prady,2023,36.5
epistkr,2023,36.44
cryptphi,2023,36.24
defsec,2023,36.24
0xnan,2023,36.03
alejandrocovrr,2023,35.9
mukund,2023,35.55
41i3xn,2023,35.48
bug_squ4sh,2023,35.48
chandkommanaboyina,2023,35.48
ermaniwe,2023,35.48
ethernomad,2023,35.48
guild_3,2023,35.48
h0,2023,35.48
hagrid,2023,35.48
jderyl,2023,35.48
olegthegoat,2023,35.48
rebase,2023,35.48
skywalkerman,2023,35.48
slowfi,2023,35.48
117l11,2023,35.21
0x4db5362c,2023,34.04
ych18,2023,34.04
wisdomn_,2023,33.28
nnez,2023,33.23
wander,2023,33.0
jkoppel,2023,32.85
whimints,2023,31.8
the-seraphs,2023,30.41
cu5t0mpeo,2023,30.31
m4k2,2023,30.3
dev0cloo,2023,30.04
fitro,2023,29.759999999999998
chainreview,2023,29.67
ctrlc03,2023,29.67
lemonr,2023,29.67
pfedprog,2023,29.67
taloner,2023,29.67
tpiliposian,2023,29.650000000000002
te_aut,2023,28.990000000000002
jayus,2023,28.85
whitehat-boys,2023,27.76
v1235816,2023,27.660000000000004
oxchsyston,2023,27.48
bdmcbri,2023,27.21
funkornaut,2023,27.089999999999996
jat,2023,27.02
oxen,2023,26.76
inzinko,2023,26.6
ey88,2023,26.26
qbs,2023,26.19
00decree,2023,26.18
notechbg,2023,25.79
joshuajee,2023,25.68
shaflow2,2023,25.68
watermelon,2023,25.65
ignite,2023,25.61
jacopod,2023,25.389999999999997
boredpukar,2023,25.36
jujic,2023,25.33
passteque,2023,25.16
sadeeqxmosh,2023,25.16
greed,2023,24.77
sleepingshell,2023,24.74
0xrajkumar,2023,24.73
sandnallani,2023,24.619999999999997
wen,2023,24.060000000000002
alra,2023,23.96
bluealder,2023,23.92
inmarelibero,2023,23.92
maxper,2023,23.92
0xaltego,2023,23.87
timeless,2023,23.87
arcoun,2023,23.8
jack,2023,22.77
nasri136,2023,22.77
fon,2023,22.72
manboy,2023,22.72
static,2023,22.72
excalibor,2023,22.71
mitko1111,2023,22.66
bitsorbytes,2023,22.6
chainhunters,2023,22.6
crc32,2023,22.6
jcfichtner,2023,22.6
lewisbroadhurst,2023,22.6
ryanranran,2023,22.6
smaul0,2023,22.6
0xfusion,2023,22.509999999999998
m4tz1p,2023,22.36
blckhv,2023,22.28
strausses,2023,22.23
para8956,2023,21.9
bugradar,2023,21.7
lopotras,2023,21.55
0xrb,2023,21.03
erko,2023,21.03
collinsoden,2023,21.02
donkicha,2023,20.84
tiesstevelink,2023,20.42
mjmoonwalker,2023,20.02
darwin,2023,20.009999999999998
respx,2023,19.87
0x886699,2023,19.82
alix40,2023,19.82
fellows,2023,19.79
miquinho,2023,19.47
yp,2023,19.47
vuquang23,2023,19.36
duriansausage,2023,19.3
namx05,2023,19.29
yy,2023,19.29
jeffy,2023,19.18
aariiif,2023,19.04
keykiril,2023,18.96
0xe1d,2023,18.85
cryptojedi88,2023,18.7
p4st13r4,2023,18.7
hake,2023,18.57
koo,2023,18.57
mladenov,2023,18.42
torpedopistolixc41,2023,18.42
zaggle,2023,18.42
paradox,2023,18.369999999999997
bareli,2023,18.310000000000002
zadaru13,2023,17.95
tank,2023,17.91
0xpanicerror,2023,17.869999999999997
danielwang888,2023,17.52
p_crypt0,2023,17.36
haku,2023,17.2
krayt,2023,17.2
phenomana,2023,17.2
prasadlak,2023,17.2
dd0x7e8,2023,16.74
b0g0,2023,16.66
nailkhalimov,2023,16.22
arpit,2023,16.19
codevolcan,2023,16.19
jovemjeune,2023,16.19
pxng0lin,2023,16.19
smartgooofy,2023,16.19
terrancrypt,2023,15.84
mrvincere,2023,15.58
ts,2023,15.58
0xarcturus,2023,15.29
hawkeye,2023,14.93
leasowillow,2023,14.9
roland,2023,14.58
codynhat,2023,14.28
baice,2023,14.08
zantool,2023,13.29
roelio,2023,13.270000000000001
gde,2023,13.13
hklst4r,2023,13.13
koko1912,2023,13.13
ks__xxxxx,2023,13.13
siddhpurakaran,2023,13.13
franklin,2023,12.81
0xlook,2023,12.79
jolah1,2023,12.79
air,2023,12.72
ohm,2023,12.57
luciana,2023,12.48
0xswahili,2023,12.16
0xngndev,2023,12.08
caspersolangii,2023,12.03
felipe,2023,12.03
viking71,2023,12.03
developerjordy,2023,11.780000000000001
y4y,2023,11.629999999999999
0xrststn,2023,11.58
black_box_dd,2023,11.58
0xstriker,2023,11.47
danieltan_metatrust,2023,11.47
dinesh11g,2023,11.47
sentry,2023,11.47
viraz,2023,11.47
zims,2023,11.47
ali,2023,11.33
hubble,2023,11.32
onchain-guardians,2023,11.32
seaton0x1,2023,11.32
skylice,2023,11.32
t4sk,2023,11.32
thenpuli,2023,11.32
0xc0ffee,2023,11.21
idkwhatimdoing,2023,11.13
4lulz,2023,10.93
hasmama,2023,10.86
holyhansss_kr,2023,10.86
zion,2023,10.86
badman,2023,10.8
0xgordita,2023,10.79
miksujak,2023,10.79
usmannk,2023,10.39
drynooo,2023,10.29
naubit,2023,10.21
josieg_74497,2023,10.17
phantom,2023,10.17
sha_256,2023,10.17
0xmakeouthill,2023,10.120000000000001
aakansha,2023,9.82
alhakista,2023,9.82
d23e,2023,9.82
imkapadia,2023,9.82
owadez,2023,9.82
supervrijdag,2023,9.82
mctoady,2023,9.69
uzay,2023,9.43
vielite,2023,9.43
young,2023,8.6
bradmoon,2023,8.51
danb,2023,8.19
holme,2023,7.8
timongty,2023,7.8
taner2344,2023,7.7
0xhitman,2023,7.36
0xarno,2023,7.33
0x_6a70,2023,7.29
supersizer0x,2023,7.279999999999999
lalanda,2023,7.15
merlinboii,2023,6.84
0xfave,2023,6.82
0xkbl,2023,6.67
brakelessak,2023,6.46
phenom80,2023,6.46
yashgoel72,2023,6.46
404notfound,2023,6.07
cyberpunks,2023,6.07
indijanc,2023,5.98
0xhunter,2023,5.8999999999999995
zac,2023,5.49
borongod,2023,4.94
gkbg,2023,4.94
zpan,2023,4.94
0x_scar,2023,4.52
avci,2023,4.52
belisesir,2023,4.52
imlazy0ne,2023,4.52
kkkmmmsk,2023,4.52
pascal,2023,4.52
zach_166,2023,4.52
tangyuanshen,2023,4.48
0xscourgedev,2023,4.37
e0d1n,2023,4.37
lotux,2023,4.37
0xe1,2023,4.23
silverskrrrt,2023,4.23
superman_i4g,2023,4.23
tay054,2023,4.23
0x175,2023,4.1899999999999995
raoulschaffranek,2023,4.13
firmanregar,2023,4.08
sbaudh6,2023,4.08
tourist,2023,4.08
jah,2023,3.86
martians,2023,3.86
aga7hokakological,2023,3.49
ckksec,2023,3.46
0xjuda,2023,3.3899999999999997
garrett,2023,3.34
top1st,2023,3.3
0xivas,2023,3.05
sweetdream,2023,3.05
turingconsulting,2023,2.83
csl,2023,2.77
manchasss,2023,2.77
valix,2023,2.77
yojeff,2023,2.77
0xleveler,2023,2.76
_thanos1,2023,2.76
aerialraider,2023,2.76
amithuddar,2023,2.76
desaperh,2023,2.76
dipp,2023,2.76
paritomarrr,2023,2.76
passion,2023,2.76
poneta,2023,2.76
soliditytaker,2023,2.76
teamss,2023,2.76
tumelo_crypto,2023,2.76
termohash,2023,2.67
dimitardimitrov,2023,2.59
frankudoags,2023,2.59
millersplanet,2023,2.59
paspe,2023,2.59
petersspetrov,2023,2.59
vanko1,2023,2.59
ad3sh_,2023,2.27
talfao,2023,2.07
rice_cooker,2023,1.37
jeff,2023,1.34
zraxx,2023,1.34
0x180db,2023,0.6599999999999999
0xpiercer,2023,0.47
bugsfinder0x,2023,0.47
bearonbike,2023,0.36
darksnow,2023,0.29
iliyaniliev,2023,0.29
0xrafaelnicolau,2023,0.19
0xraion,2023,0.15
droptpackets,2023,0.15
ericwwfcp,2023,0.15
ilchovski,2023,0.15
kk_krish,2023,0.15
neo_granicen,2023,0.15
019ec6e2,2023,0.14
banpaleo,2023,0.14
chalex,2023,0.14
nowonder92,2023,0.14
shuklaayush,2023,0.14
skidog,2023,0.14
gztttt,2023,0.11
oada,2023,0.11
stuxy,2023,0.11
0xkaju,2023,0.07
hack0,2023,0.07
lukino,2023,0.07
marwen,2023,0.07
0xhegel,2023,0.06
_nd_koo,2023,0.06
am,2023,0.06
halitus,2023,0.06
lfgsecurity,2023,0.05
0x111,2023,0.04
atrixs6,2023,0.04
danielles0xg,2023,0.04
joesan,2023,0.04
b353n,2023,0.03
gss1,2023,0.03
sunosuporno,2023,0.03
anirruth,2023,0.01
snow24,2023,0.01
spidy730,2023,0.01
0x656c68616a,2023,0.0
0xaleko,2023,0.0
0xb41a,2023,0.0
0xellipticcurve,2023,0.0
0xgeb,2023,0.0
0xsmartcontractsamurai,2023,0.0
aldarion,2023,0.0
deft_tt,2023,0.0
fr33rh,2023,0.0
kimchi,2023,0.0
psb01,2023,0.0
sh1v,2023,0.0
sonny2k,2023,0.0
xalismx,2023,0.0
yobiz,2023,0.0
zhuying,2023,0.0
watchpug,2022,427652.02
cmichel,2022,402556.26
spearbit,2022,292640.04
cccz,2022,255477.69
saw-mon_and_natalie,2022,246448.61
hyh,2022,245431.54
illilli,2022,241968.0
trust,2022,213397.68
0x52,2022,188499.68
csanuragjain,2022,175181.12
leastwood,2022,163097.64
lambda,2022,146450.76
unforgiven,2022,143132.55
xiaoming90,2022,109274.09
rayn,2022,108959.86
0xdjango,2022,107627.36
0x1f8b,2022,102256.02
gzeon,2022,102158.54
hansfriese,2022,97989.39
0xsanson,2022,97787.13
kirk-baird,2022,94824.73
berndartmueller,2022,88302.33
dravee,2022,87179.79
ruhum,2022,81503.43
certorainc,2022,80181.65
soosh,2022,78207.72
jeiwan,2022,75185.71
hickuphh3,2022,68589.38
defsec,2022,66048.56
rvierdiiev,2022,60989.06
chom,2022,58951.81
picodes,2022,57671.619999999995
danb,2022,54851.700000000004
minhquanym,2022,51696.29
he1m,2022,49693.29
bin2chen,2022,48976.52
hubble,2022,48264.17
kenzo,2022,48229.53
rbserver,2022,46789.69
pauliax,2022,46004.47
zzzitron,2022,45979.59
jayjonah8,2022,45531.27
0xa5df,2022,42654.25
sorrynotsorry,2022,42181.57
__141345__,2022,41922.85
robee,2022,40979.5
0xsmartcontract,2022,38930.75
oridabush,2022,38558.31
zzykxx,2022,38344.08
frangio,2022,38226.88
shenwilly,2022,37961.61
ladboy233,2022,36140.01
sirhashalot,2022,35386.25
broccoli,2022,34168.81
kingnft,2022,33220.94
gimelsec,2022,32294.97
joestakey,2022,32090.38
pwnednomore,2022,31586.88
respx,2022,31470.15
auditsareus,2022,31082.71
scaraven,2022,27876.7
ronnyx2017,2022,27553.41
smiling_heretic,2022,26618.75
sseefried,2022,25769.85
codehacker,2022,24571.73
greyart,2022,24369.54
terrierlover,2022,23072.38
ming,2022,23032.04
oyc_109,2022,23018.71
0xliumin,2022,22619.33
yarpo,2022,22572.59
raymondfam,2022,22402.54
hake,2022,21979.32
catchup,2022,21535.72
shw,2022,21414.32
bowtiedwardens,2022,21396.54
vad37,2022,21344.14
kintern_na,2022,20147.0
cryptphi,2022,19841.010000000002
pedroais,2022,18835.27
bobface,2022,18611.32
reassor,2022,18441.96
jmak,2022,18202.54
hihen,2022,18015.399999999998
trustteldkeng,2022,17792.9
0xnazgul,2022,17665.77
jonah1005,2022,17662.21
trungore,2022,17410.16
minhtrng,2022,17060.27
peritoflores,2022,16889.75
harleythedog,2022,16630.82
czar102,2022,16119.78
rotcivegaf,2022,16114.83
panprog,2022,15988.119999999999
rfa,2022,15677.66
datapunk,2022,15617.4
gallodasballo,2022,15572.95
brgltd,2022,15269.28
adriro,2022,14860.23
dirk_y,2022,14775.429999999998
wuwe1,2022,14427.68
horsefacts,2022,14362.869999999999
fatherofblocks,2022,14332.05
pashov,2022,13795.77
egjlmn1,2022,13384.68
0xsomeone,2022,13334.63
0xdeadbeef0x,2022,13064.3
c3phas,2022,12502.8
rolezn,2022,12434.5
aphak5010,2022,12260.460000000001
shippooordao,2022,12138.060000000001
kyliek,2022,12057.539999999999
bondipestcontrol,2022,11967.85
holladiewaldfee,2022,11797.1
ayeslick,2022,11412.91
codexploder,2022,11335.02
shung,2022,11285.61
ch_301,2022,11256.289999999999
immeas,2022,11147.41
p4st13r4,2022,10934.25
0x29a,2022,10919.41
georgypetrov,2022,10734.2
smartsek,2022,10707.800000000001
camden,2022,10557.119999999999
omik,2022,10521.79
throttle,2022,10239.28
jujic,2022,10152.9
pwnpatrol,2022,10092.56
wagmi,2022,10061.92
ktg,2022,10017.03
vlad_bochok,2022,9910.87
kenta,2022,9893.859999999999
0x1337,2022,9810.449999999999
maratcerby,2022,9694.6
kankodu,2022,9693.14
krow10,2022,9666.64
franfran,2022,9611.12
antonttc,2022,9430.49
geekylumberjack,2022,9372.94
tomfrenchblockchain,2022,9311.09
deivitto,2022,9291.26
0xf15ers,2022,9290.28
delfin454000,2022,9223.82
0xninedec,2022,9164.060000000001
critical,2022,9069.74
d3e4,2022,8917.16
arcoun,2022,8798.46
philogy,2022,8677.300000000001
hawkeye,2022,8557.56
aymen0909,2022,8286.39
0x4non,2022,8265.02
imare,2022,8073.59
funen,2022,8025.2
0xkatana,2022,7879.15
kumpa,2022,7764.830000000001
v_b,2022,7745.45
clems4ever,2022,7686.35
