handle_norm,year,award_usd
vahdrak1,2024,24.59
itsabinashb,2024,23.919999999999998
jayshreeram,2024,23.89
antonttc,2024,23.07
moksha,2024,22.13
threadmodeling,2024,22.13
trident-audits,2024,21.88
n3smaro,2024,21.86
baz1ka,2024,21.849999999999998
falsegenius,2024,21.83
paco,2024,21.83
timepunk,2024,21.72
enami_el,2024,21.42
0xnilay,2024,21.39
kn0t,2024,21.08
techfund,2024,20.9
0xomer,2024,20.45
xg,2024,20.310000000000002
ansa-zanjbeel,2024,20.07
scokaf,2024,20.07
wahedtalash77,2024,20.07
boraichodrunkenmaster,2024,19.880000000000003
0xluckyluke,2024,19.59
djanerch,2024,19.19
mrjorystewartbaxter,2024,19.18
tofunmi,2024,19.18
benoitonchain,2024,18.87
golu,2024,18.37
eaglessecurity,2024,18.369999999999997
oxwhite,2024,18.2
ali-_-y,2024,17.34
0xdedo93,2024,17.3
boltzmannbrain,2024,17.14
0xinfinity,2024,16.48
pks_,2024,16.48
anirruth,2024,16.42
thisvishalsingh,2024,16.42
ironsidesec,2024,16.02
bi_security,2024,15.74
macart224,2024,15.719999999999999
psb01,2024,15.62
hassan-truscova,2024,15.33
emrekocak,2024,15.24
blackpanther,2024,15.120000000000001
4rdiii,2024,15.02
steadyman,2024,14.92
ducanh2706,2024,14.84
xors33r,2024,14.7
0x111,2024,14.29
prathik3,2024,14.28
al88nsk,2024,14.030000000000001
cartlex_,2024,13.850000000000001
0xarno,2024,13.760000000000002
yashgoel72,2024,13.64
donkicha,2024,13.63
judeabara,2024,13.63
lrivo,2024,13.63
mikesans,2024,13.63
the-seraphs,2024,13.599999999999998
0xnightfall,2024,13.53
nihavent,2024,13.41
blank_space,2024,13.350000000000001
neocrao,2024,13.209999999999999
elser17,2024,13.07
hakunamatata,2024,12.94
beosin,2024,12.57
usagi,2024,12.22
0xmakeouthill,2024,11.870000000000001
lokithe5th,2024,11.2
valy001,2024,11.090000000000002
darksnow,2024,10.940000000000001
stonejiajia,2024,10.7
ack,2024,10.42
geeks,2024,10.42
light,2024,10.42
fandonov,2024,10.280000000000001
okolicodes,2024,10.01
eaglesecurity,2024,9.93
dots,2024,9.81
lu1gi,2024,9.34
bigveezus,2024,9.040000000000001
tekken,2024,8.85
benasvol,2024,8.81
sha_256,2024,8.81
lilizhu,2024,8.76
coverage,2024,8.62
roleengineer,2024,8.62
hueber,2024,8.59
zhuying,2024,8.59
akay,2024,8.44
johnthebaptist,2024,8.44
curly,2024,8.42
jaydhales,2024,8.379999999999999
maslarovk,2024,8.319999999999999
arnie,2024,8.28
nonn_ac,2024,8.28
oxtenma,2024,8.28
desaperh,2024,7.95
0xlamide,2024,7.74
vasquez,2024,7.619999999999999
mahmud,2024,7.56
pulse,2024,7.470000000000001
sil3th,2024,7.35
0xgrbr,2024,7.33
angry_mustache_man,2024,7.319999999999999
babylen,2024,7.18
parlayan_yildizlar_takimi,2024,7.18
slippopz,2024,7.18
spark,2024,7.18
yuza101,2024,7.09
aycozynfada,2024,6.95
robriks,2024,6.95
0xekko,2024,6.949999999999999
0xrugpull_detector,2024,6.78
atharv,2024,6.78
c-note,2024,6.78
deepkin,2024,6.78
hendobox,2024,6.78
lionleo,2024,6.78
mj0ln1r,2024,6.78
tchkvsky,2024,6.7700000000000005
whoismatthewmc1,2024,6.7299999999999995
0xprinc,2024,6.609999999999999
dyoff,2024,6.539999999999999
0xrststn,2024,6.22
spacelord47,2024,6.02
pelz,2024,5.680000000000001
mahdirostami,2024,5.5
denzi_,2024,5.39
josephdara_0xtiwa,2024,5.38
wildsniper,2024,5.3
mrmatrix,2024,5.26
phenom80,2024,5.26
saikumar279,2024,5.26
vagabond,2024,5.26
danb,2024,5.199999999999999
excalibor,2024,5.09
jacopod,2024,5.09
kose,2024,5.09
developerjordy,2024,5.01
opposingmonkey,2024,4.9
igdbase,2024,4.87
codeislight,2024,4.59
seeques,2024,4.59
jkk812812,2024,4.4399999999999995
khramov,2024,4.41
ubermensch,2024,4.34
ctmotox2,2024,4.28
oxsadeeq,2024,4.25
codegpt,2024,4.24
0xaudron,2024,4.14
0xgremlincat,2024,4.14
anchabadze,2024,4.14
kyosi,2024,4.14
cinderblock,2024,4.1
mrcrownft,2024,4.09
0xmilenov,2024,4.0200000000000005
ashishlach,2024,4.02
floatingpragma,2024,3.95
josh4324,2024,3.92
soliditywala,2024,3.8800000000000003
dinkras,2024,3.84
faith,2024,3.82
jatin_19,2024,3.82
jovemjeune,2024,3.82
karanctf,2024,3.82
kiki,2024,3.82
mitev,2024,3.82
nachoxt17,2024,3.82
polarzero,2024,3.82
tumelo_crypto,2024,3.57
fon,2024,3.5
holydevoti0n,2024,3.5
hezze,2024,3.48
vrontg,2024,3.42
alexander_orjustalex,2024,3.35
web3tycoon,2024,3.35
hl_,2024,3.2799999999999994
wickie0x,2024,3.22
parishill24,2024,3.11
lydia_m_t,2024,3.06
poslednaya,2024,2.96
cholakov,2024,2.87
056security,2024,2.81
chupinexx,2024,2.81
codertjay,2024,2.81
escrow,2024,2.81
kiteweb3,2024,2.81
nitinaimshigh,2024,2.81
samueltroydomi,2024,2.81
saurabh_singh,2024,2.81
viquetour,2024,2.81
z3r0,2024,2.81
dreamcoder,2024,2.7399999999999998
albertwh1te,2024,2.72
0xaleko,2024,2.62
persik228,2024,2.51
havewemeetbefore,2024,2.46
halitus,2024,2.41
inspecktor,2024,2.3499999999999996
bugzyvonbuggernaut,2024,2.2
0xdanielc,2024,2.11
arcaneagent,2024,2.11
elcid,2024,2.09
ustas,2024,2.09
youcrossthelinealfie,2024,2.09
merulez99,2024,2.06
novodelta,2024,2.04
devblixt,2024,1.9300000000000002
0xwallsecurity,2024,1.92
0xpsuedopandit,2024,1.8
boringslav,2024,1.8
cybrid,2024,1.78
subroutine,2024,1.78
goslang,2024,1.7
imp,2024,1.65
ewah,2024,1.63
khoroamu,2024,1.63
parrotaudits0,2024,1.63
rudolph,2024,1.63
kong,2024,1.5599999999999998
ac000123,2024,1.54
valentin_s2304,2024,1.5
pns,2024,1.49
umarkhatab_465,2024,1.48
0xkeesmark,2024,1.47
act3r,2024,1.47
danieltan_metatrust,2024,1.47
iberry,2024,1.47
kr1s,2024,1.47
soosheethewise,2024,1.47
yvuchev,2024,1.47
adm,2024,1.4100000000000001
as,2024,1.39
termohash,2024,1.39
batsanov,2024,1.38
0xmax1mus,2024,1.37
0xkowalski,2024,1.35
peritoflores,2024,1.3
soul22,2024,1.3
archime,2024,1.27
0xaghas,2024,1.2600000000000002
oreztker,2024,1.26
salutemada,2024,1.26
olami978355,2024,1.21
queen,2024,1.21
youleeyan,2024,1.2
kk,2024,1.18
0xbranded,2024,1.12
davide,2024,1.12
51l3nt,2024,1.11
dimakush,2024,1.11
louistsai,2024,1.11
mylifechangefast_eth,2024,1.11
42techlabs,2024,1.08
oxtory,2024,1.08
0xg0p1,2024,1.01
merlin,2024,1.01
vesko210,2024,0.93
chainsentry,2024,0.86
0xiconart,2024,0.83
crazymoose,2024,0.83
ivanalexandur,2024,0.83
safie,2024,0.83
the_code_doctor,2024,0.83
trailongoswami,2024,0.83
x0sauce,2024,0.83
auditwolf,2024,0.78
burnerelu,2024,0.76
cozymfer,2024,0.76
tallo,2024,0.64
tekkac,2024,0.5900000000000001
dipp,2024,0.5
underdog,2024,0.44999999999999996
fishgang,2024,0.42
aster,2024,0.41000000000000003
ro1sharkm,2024,0.41
todorc,2024,0.41
tonisives,2024,0.41
0xjarix,2024,0.39
corporalking,2024,0.39
0xpsb,2024,0.38
4rk4rk,2024,0.38
bloqarl,2024,0.38
bugvorus,2024,0.38
itcruiser,2024,0.38
kimnoic,2024,0.38
tusharr1411,2024,0.38
0x13,2024,0.33
0xd4n13l,2024,0.3
jaraxxus,2024,0.3
pascal,2024,0.29000000000000004
ych18,2024,0.28
nyxaris,2024,0.24000000000000002
avci,2024,0.23
justuzair,2024,0.23
sh1v,2024,0.23
taner2344,2024,0.23
10ap17,2024,0.22
topstar,2024,0.2
0xkaox,2024,0.19
41uve12,2024,0.19
54thmass,2024,0.19
codecop,2024,0.19
dopeflamingo,2024,0.19
falendar,2024,0.19
gavfu,2024,0.19
monstitude,2024,0.19
nerfzeri,2024,0.19
nikolap,2024,0.19
sweetbluesugarlatte,2024,0.19
timatc,2024,0.19
0xch,2024,0.18
eldenelder,2024,0.18
neo_granicen,2024,0.17
push0,2024,0.16
0xsimeon,2024,0.12
azanux,2024,0.12
geekylumberjack,2024,0.12
seraviz,2024,0.12
simplor,2024,0.12
stealth,2024,0.12
timeless,2024,0.12
hulkvision,2024,0.1
0xlyov,2024,0.09
abiih,2024,0.09
ogkapten,2024,0.08
tonchi,2024,0.08
0xsolus,2024,0.07
0xjoaovpsantos,2024,0.06
damola0x,2024,0.06
sungyu,2024,0.06
unrekt,2024,0.06
decipher100eyes,2024,0.05
nave765,2024,0.05
parthmandale,2024,0.05
supersizer0x,2024,0.05
zkillua,2024,0.05
0xkaju,2024,0.04
0xpwned,2024,0.04
bgsmallerbear,2024,0.04
d_auditor,2024,0.04
lonelywolfdemon,2024,0.04
m_rassska,2024,0.04
mkvsentry,2024,0.04
quaternion2691,2024,0.04
rndquu,2024,0.04
xcrypt,2024,0.04
xyz,2024,0.04
by_dlife,2024,0.03
elvin-a-block,2024,0.03
gaurav2811,2024,0.03
kind_killerwhale,2024,0.03
lamsy,2024,0.03
minato7namikazi,2024,0.03
rampage,2024,0.03
uddercover,2024,0.03
xkeywordx,2024,0.03
zia_d_k,2024,0.03
0x77,2024,0.02
dinesh11g,2024,0.02
dobrevaleri,2024,0.02
heedfxn,2024,0.02
lionking927,2024,0.02
lshfgj,2024,0.02
mitko1111,2024,0.02
yudan,2024,0.02
alexbabits,2024,0.01
bbash,2024,0.01
brevis,2024,0.01
brgltd,2024,0.01
janio,2024,0.01
l0s1,2024,0.01
nazirite,2024,0.01
octeezy,2024,0.01
oxchsyston,2024,0.01
rotitelur,2024,0.01
rushkov_boyan,2024,0.01
snakeeaterr,2024,0.01
straawhaat,2024,0.01
vulnviper,2024,0.01
zach_166,2024,0.01
0x52,2024,0.0
0xcontrol,2024,0.0
0xhurley,2024,0.0
0xiehnnkta,2024,0.0
0xleveler,2024,0.0
0xluk3,2024,0.0
0xmitev,2024,0.0
0xordersol,2024,0.0
0xpoor4ever,2024,0.0
0xriptide,2024,0.0
_thanos1,2024,0.0
amarnath,2024,0.0
amitn,2024,0.0
arabgodx,2024,0.0
arman,2024,0.0
atarpara,2024,0.0
auditor_nate,2024,0.0
bac0nj,2024,0.0
baice,2024,0.0
berring,2024,0.0
bhavya0911,2024,0.0
binary,2024,0.0
bjorn_bug,2024,0.0
blackvul,2024,0.0
broruok,2024,0.0
c4whitehat,2024,0.0
capgoblin,2024,0.0
chainchief,2024,0.0
chaos304,2024,0.0
ciphershieldglobal,2024,0.0
crmx_lom,2024,0.0
deivitto,2024,0.0
echokly,2024,0.0
edmarcavage,2024,0.0
elku,2024,0.0
erike1,2024,0.0
erko,2024,0.0
ethworker,2024,0.0
eurovickk,2024,0.0
fibonacci,2024,0.0
focusoor,2024,0.0
frndz0ne,2024,0.0
frodobaggins,2024,0.0
guardians,2024,0.0
hama,2024,0.0
harry_cryptodev,2024,0.0
heylien,2024,0.0
honeymewn,2024,0.0
hris,2024,0.0
iamcarllosjr,2024,0.0
icy_petal,2024,0.0
ivanov,2024,0.0
jeff,2024,0.0
jeremie,2024,0.0
jo13,2024,0.0
jokopoppo,2024,0.0
jrstrunk,2024,0.0
jyjh,2024,0.0
kind0dev,2024,0.0
kingnull,2024,0.0
kirill_taran,2024,0.0
kkaminsk,2024,0.0
kodak_rome,2024,0.0
komorebi,2024,0.0
krisp,2024,0.0
kunhah,2024,0.0
lanyi2023,2024,0.0
latt1ce,2024,0.0
lef,2024,0.0
levi_104,2024,0.0
logbytes,2024,0.0
lordadhaar,2024,0.0
mahdifa,2024,0.0
minhtriet,2024,0.0
moyinmaala,2024,0.0
mwendwa,2024,0.0
negin,2024,0.0
nervouspika,2024,0.0
nhristov,2024,0.0
night,2024,0.0
pheonix,2024,0.0
pipoca,2024,0.0
popelev,2024,0.0
prestige,2024,0.0
pro_king,2024,0.0
prosperity,2024,0.0
rilwan99,2024,0.0
robinx33,2024,0.0
sam,2024,0.0
saneryee,2024,0.0
sanketkogekar,2024,0.0
sharppeaks,2024,0.0
shiazinho,2024,0.0
shui,2024,0.0
siguint,2024,0.0
silverwind,2024,0.0
sisi,2024,0.0
skyge,2024,0.0
slavina,2024,0.0
solosync6,2024,0.0
stingo,2024,0.0
stoicov,2024,0.0
summer,2024,0.0
superman_i4g,2024,0.0
uaarrr,2024,0.0
undefined,2024,0.0
ustazz,2024,0.0
vigilante,2024,0.0
viking71,2024,0.0
vladi319,2024,0.0
wenresults,2024,0.0
x0t0wt1w,2024,0.0
yoanyjd,2024,0.0
zeroprotocol,2024,0.0
xuwinnie,2023,560897.95
milotruck,2023,160115.86
chainlight,2023,157696.85
rvierdiiev,2023,154652.6
audittens,2023,140480.79
bin2chen,2023,107678.49
ronnyx2017,2023,83340.83
0xsomeone,2023,80039.92
hansfriese,2023,72212.63
cccz,2023,66161.37
immeas,2023,63038.0
ladboy233,2023,62514.799999999996
akshaysrivastav,2023,60598.03
minhtrng,2023,60496.25
peakbolt,2023,57694.43
adriro,2023,56563.18
he1m,2023,55589.87
koolex,2023,53506.81
gallodasballo,2023,51315.58
berndartmueller,2023,51195.76
said,2023,50904.47
dirk_y,2023,50073.35
holladiewaldfee,2023,47975.6
kutugu,2023,47705.4
trust,2023,43731.6
rbserver,2023,43518.16
0xstalin,2023,42108.68
0xrobocop,2023,41908.74
t1moh,2023,41373.06
hash,2023,40013.1
ev_om,2023,39054.7
kintern_na,2023,38882.77
nobody2018,2023,38244.62
erebus,2023,34094.08
0xsmartcontract,2023,30867.81
chaduke,2023,30685.01
evan,2023,30362.6
3docsec,2023,29962.88
0xbeirao,2023,29933.32
0xthec0der,2023,29662.079999999998
0xa5df,2023,29629.81
stormy,2023,28938.2
sathish9098,2023,28366.55
volodya,2023,27824.37
aba,2023,27298.32
carrotsmuggler,2023,26806.55
christianswhohack,2023,26632.27
v_b,2023,26289.41
0x52,2023,26260.43
0x73696d616f,2023,25480.63
jeiwan,2023,25406.2
voyvoda,2023,24982.13
rolezn,2023,24657.28
juancito,2023,23658.15
oakcobalt,2023,21926.8
offsidelabs,2023,21458.48
haipls,2023,21367.0
ciphermarco,2023,21236.42
d3e4,2023,20898.14
carlitox477,2023,20189.78
auditor0517,2023,20061.5
udsen,2023,19633.28
zzzitron,2023,19580.93
sashik_eth,2023,19547.12
gjaldon,2023,19453.920000000002
peanuts,2023,19225.14
spicymeatball,2023,19183.15
raymondfam,2023,19076.81
unforgiven,2023,19037.55
ether_sky,2023,18840.69
emmanuel,2023,18553.74
kaden,2023,18517.42
0xding99ya,2023,18084.159999999996
banditx0x,2023,18061.89
mrpotatomagic,2023,17366.69
sin1st3r__,2023,17257.93
d4r3d3v1l,2023,17118.75
ktg,2023,17028.9
0xwaitress,2023,16896.87
lsaudit,2023,16658.45
alexxander,2023,16565.89
windhustler,2023,16424.62
bauchibred,2023,16222.96
bitminds,2023,16199.43
trungore,2023,16077.2
catellatech,2023,15849.57
cyfrin,2023,15795.18
hals,2023,15542.09
kingnft,2023,15012.039999999999
0xnev,2023,14806.52
ruhum,2023,14703.83
hihen,2023,14592.93
toshii,2023,14496.95
0xciphky,2023,14380.97
ustas,2023,14228.5
illilli,2023,14188.74
franfran,2023,14181.08
jasonxiale,2023,14168.390000000001
dontonka,2023,14068.41
__141345__,2023,13852.9
codegpt,2023,13806.24
lirios,2023,13742.9
ast3ros,2023,13718.26
malfurionwhitehat,2023,13215.779999999999
zkrunner,2023,13145.99
hunter_w3b,2023,13018.18
jgcarv,2023,13003.9
testerbot,2023,12850.859999999999
adeolu,2023,12780.3
0xhacksmithh,2023,12764.15
jcn,2023,12723.55
0xsanson,2023,12621.29
sces60107,2023,12620.76
minhquanym,2023,12093.84
mert_eren,2023,12092.4
pep7siup,2023,11992.41
j4de,2023,11862.130000000001
alexfilippov314,2023,11733.15
taek,2023,11676.68
aymen0909,2023,11503.0
c3phas,2023,11465.98
madalad,2023,11417.88
bart1e,2023,11344.710000000001
osmanozdemir1,2023,11173.07
dadekuma,2023,11081.789999999999
shaka,2023,11068.26
0x3b,2023,10898.96
vagner,2023,10494.54
btk,2023,10488.58
kow,2023,10417.25
qiuhaoli,2023,10278.01
daniel526,2023,10034.99
evmboi32,2023,10007.3
shealtielanz,2023,9992.49
joestakey,2023,9809.5
fs0c,2023,9669.59
soosh,2023,9629.68
arz,2023,9562.15
k42,2023,9556.85
nadin,2023,9445.59
pontifex,2023,9440.47
gzeon,2023,9427.84
lascaloneta,2023,9186.23
0xc695,2023,9181.99
0xcomfycat,2023,9157.88
cergyk,2023,8869.19
itsnio,2023,8811.04
brgltd,2023,8797.53
minaminao,2023,8354.369999999999
hchang26,2023,8352.74
klau5,2023,8294.36
obront,2023,8257.11
mookimgo,2023,8251.39
dwward3n,2023,8226.73
mevsec,2023,8173.610000000001
bytes032,2023,8169.549999999999
0xweiss,2023,8114.210000000001
victorygod,2023,8101.179999999999
ltyu,2023,8095.75
horsefacts,2023,8079.9400000000005
zzebra83,2023,8061.21
ack,2023,8031.26
0xbepresent,2023,7933.47
kankodu,2023,7817.87
saeedalipoor01988,2023,7787.73
nirlin,2023,7772.4
tresdelinquentes,2023,7665.209999999999
barw,2023,7550.220000000001
lokithe5th,2023,7534.27
hyh,2023,7509.07
maanas,2023,7427.51
noamyakov,2023,7318.3
csanuragjain,2023,7197.55
popular00,2023,7159.89
nyx,2023,7153.27
ak1,2023,6965.04
blocksails,2023,6845.78
0kage,2023,6793.81
descharre,2023,6746.79
josephdara,2023,6604.55
breeje,2023,6491.4800000000005
p0wd3r,2023,6445.33
yellowbirdy,2023,6424.26
sanketkogekar,2023,6291.91
dravee,2023,6272.45
gpersoon,2023,6244.369999999999
kupiasec,2023,6236.74
evo,2023,6188.4400000000005
etherhood,2023,6181.78
koxuan,2023,6169.58
bronze_pickaxe,2023,6073.09
brenzee,2023,5978.2
pcarranzav,2023,5976.24
peritoflores,2023,5972.04
pfapostol,2023,5951.62
0xmystery,2023,5949.889999999999
critical-or-high,2023,5948.78
eierina,2023,5926.82
0xpiken,2023,5924.9
bpz,2023,5885.56
zhaojie,2023,5830.06
yanchuan,2023,5829.19
matrix_0wl,2023,5757.72
zaskoh,2023,5749.4400000000005
ljmanini,2023,5706.110000000001
mojito_auditor,2023,5640.25
santipu_,2023,5601.28
ravikiranweb3,2023,5526.88
monrel,2023,5526.09
libratus,2023,5510.22
glcanvas,2023,5491.22
wait,2023,5472.47
holmgren,2023,5411.66
windowhan001,2023,5390.23
sorrynotsorry,2023,5381.87
0xdeadbeef0x,2023,5341.52
severity,2023,5335.79
codeislight,2023,5326.4
delichainsec,2023,5287.96
allarious,2023,5284.65
0xstochasticparrot,2023,5230.38
quarkslab,2023,5230.38
lanrebayode77,2023,5226.56
krace,2023,5177.87
parad0x,2023,5083.99
lukejohn,2023,5055.19
3agle,2023,5046.08
deadrxsezzz,2023,5024.45
0xcm,2023,5020.36
twcctop,2023,5006.79
zklotus,2023,4991.05
co0nan,2023,4935.89
cthulhu_cult,2023,4853.610000000001
josiah,2023,4799.38
0xg0p1,2023,4758.66
ch_301,2023,4699.65
reyadmirado,2023,4697.21
parlayan_yildizlar_takimi,2023,4690.2
0xninedec,2023,4647.02
tapir,2023,4630.62
mohammedrizwan,2023,4593.29
bytebandits,2023,4581.46
codingnamekiki,2023,4575.2
emerald7017,2023,4528.98
kodyvim,2023,4512.12
0xtaylor,2023,4418.17
limbooo,2023,4409.33
j4x,2023,4407.62
sinarette,2023,4378.85
nemveer,2023,4365.83
sbsecurity,2023,4357.53
linmiaomiao,2023,4233.75
cryptonue,2023,4153.8
team_flibit,2023,4146.58
imare,2023,4106.95
byteblockers,2023,4104.36
dug,2023,4102.849999999999
thekmj,2023,4101.51
0xdetermination,2023,4089.25
iglyx,2023,4040.94
avantgard,2023,3961.65
twicek,2023,3943.03
vad37,2023,3909.2899999999995
tricko,2023,3908.33
bugzyvonbuggernaut,2023,3860.39
7e1e,2023,3809.83
bahoz,2023,3805.62
curiousapple,2023,3746.2
devtimsch,2023,3738.86
cosine,2023,3727.8599999999997
0xagro,2023,3663.31
cryptocraze,2023,3662.34
kirk-baird,2023,3655.54
jaraxxus,2023,3617.61
satyam_sharma,2023,3595.66
shark,2023,3524.24
ni8mare,2023,3513.82
pavankv,2023,3512.08
max10afternoon,2023,3505.58
deliriusz,2023,3484.5
beepidibop,2023,3447.42
alexczm,2023,3440.26
markus_ether,2023,3433.9399999999996
merlin,2023,3416.1
jck,2023,3378.56
mahdikarimi,2023,3364.62
7siech,2023,3251.8599999999997
aviggiano,2023,3242.48
sovaslava,2023,3228.0
gkrastenov,2023,3181.42
tendency,2023,3156.2599999999998
0xanah,2023,3152.2
ulqiorra,2023,3053.29
nmirchev8,2023,3052.5999999999995
giovannidisiena,2023,3041.77
taylor_webb,2023,3025.5299999999997
grey-hawk-reach,2023,3015.29
wangxx2026,2023,2980.1800000000003
n1punp,2023,2934.04
raihan,2023,2912.32
jorgect,2023,2895.4700000000003
naman1778,2023,2894.64
krisapostolov,2023,2873.84
shubham,2023,2871.1
turvy_fuzz,2023,2858.21
squeaky_cactus,2023,2715.19
eeyore,2023,2694.01
zdravkohr,2023,2691.4500000000003
broccolirob,2023,2676.76
benrai,2023,2655.5
lukris02,2023,2651.19
berlin-101,2023,2634.69
mirror,2023,2563.36
musaka,2023,2552.0800000000004
qpzm,2023,2535.57
plainshift,2023,2519.23
yixxas,2023,2507.33
yashar,2023,2468.97
tsvetanovv,2023,2444.4
xariextz,2023,2437.37
sm3_ss,2023,2410.9900000000002
0x70c9,2023,2368.98
0xnazgul,2023,2367.8500000000004
kenshin,2023,2361.1
14si2o_flint,2023,2344.76
m_rassska,2023,2331.27
degensec,2023,2296.76
al-qa-qa,2023,2295.4900000000002
caventa,2023,2294.07
0x4non,2023,2291.19
0xbrett8571,2023,2284.59
davidgiladi,2023,2282.64
red-lotus-reach,2023,2228.41
auditsea,2023,2213.42
prapandey031,2023,2209.56
christina,2023,2202.7
bugbusters,2023,2201.21
a3yip6,2023,2171.35
saharap,2023,2167.51
kaveyjoe,2023,2157.2999999999997
audinarey,2023,2145.4700000000003
chom,2023,2142.93
niser93,2023,2127.9
ksk2345,2023,2119.68
shenwilly,2023,2116.86
redtiger,2023,2099.06
3th,2023,2075.0499999999997
saintcode_,2023,2042.31
anodaram,2023,1998.07
c7e7eff,2023,1972.48
armedgoose,2023,1944.53
unsafesol,2023,1939.18
seerether,2023,1937.98
gogo,2023,1935.3400000000001
falconhoof,2023,1930.48
zanybonzy,2023,1924.21
devival,2023,1899.69
jayjonah8,2023,1896.92
josephdara_0xtiwa,2023,1896.92
igingu,2023,1881.56
inspecktor,2023,1880.87
viktor_cortess,2023,1865.64
0x8chars,2023,1859.0800000000002
yjrwkk,2023,1838.7
trachev,2023,1837.58
shogoki,2023,1829.93
deth,2023,1826.57
beam_suuun,2023,1821.03
soul22,2023,1813.82
jnforja,2023,1808.5700000000002
lilyjjo,2023,1792.58
ward,2023,1781.5500000000002
kaysoft,2023,1779.17
ptsanev,2023,1763.8899999999999
noro,2023,1760.06
deivitto,2023,1753.18
dacian,2023,1752.76
rageur,2023,1741.93
los_chicos,2023,1735.3
yongskiws,2023,1730.6499999999999
mahyar,2023,1725.3100000000002
dharma09,2023,1713.9
hhk,2023,1700.3899999999999
dy,2023,1659.88
paludox0,2023,1645.18
0x3e84fa45,2023,1643.98
castle_chain,2023,1643.3899999999999
saaj,2023,1641.93
tallo,2023,1634.4
0x007,2023,1618.01
ihtishamsudo,2023,1617.2
aamir,2023,1610.38
zero-idea,2023,1604.77
bauer,2023,1597.32
pengun,2023,1541.99
sivanesh_808,2023,1529.53
abaikunanbaev,2023,1523.4099999999999
gumgumzum,2023,1519.3200000000002
infect3d,2023,1506.55
cducrest,2023,1474.46
hassan-truscova,2023,1463.98
mike_bello90,2023,1462.93
ayeslick,2023,1453.63
pedroais,2023,1440.8
ayden,2023,1423.75
chrisdior4,2023,1416.0
0xmirce,2023,1406.96
myd,2023,1403.3899999999999
luxartvinsec,2023,1386.26
whoismatthewmc1,2023,1386.05
saq,2023,1371.41
kek,2023,1357.34
codeslide,2023,1356.1399999999999
fatherofblocks,2023,1351.52
lil_eth,2023,1342.9800000000002
devabdee,2023,1326.3400000000001
m9800,2023,1323.57
yaarduck,2023,1321.43
kuprum,2023,1313.25
likethewind,2023,1313.25
0xdaca,2023,1310.89
romand,2023,1301.85
0xadrii,2023,1295.74
gtocoder,2023,1275.09
radev_sw,2023,1272.25
kfx,2023,1270.13
petrichor,2023,1266.97
lospolloshermanos,2023,1266.77
universalcrypto,2023,1262.74
simon135,2023,1260.66
icebear,2023,1252.17
crimson-rat-reach,2023,1234.3899999999999
pechenite,2023,1225.04
fnanni,2023,1199.4299999999998
waldenyan20,2023,1197.0
hardlydifficult,2023,1190.01
0xfuje,2023,1174.36
danielarmstrong,2023,1158.21
imtybik,2023,1155.8799999999999
0x6980,2023,1150.79
angry_mustache_man,2023,1144.79
yuki,2023,1141.79
tnquanghuy0512,2023,1130.08
clash,2023,1129.53
neutiyoo,2023,1122.66
t0x1c,2023,1120.28
0xsolus,2023,1118.85
fulum,2023,1117.27
dimulski,2023,1115.0
almurhasan,2023,1111.3100000000002
0xloscar01,2023,1111.11
0x1f8b,2023,1110.59
takarez,2023,1107.9
arialblack14,2023,1100.51
adm,2023,1099.07
0xasen,2023,1095.79
elku,2023,1092.33
catssecurity,2023,1091.39
john,2023,1080.98
0xvolcano,2023,1072.18
miniglome,2023,1070.42
leos,2023,1070.03
georgypetrov,2023,1069.53
0xkazim,2023,1044.77
saneryee,2023,1040.7
trustindistrust,2023,1040.6399999999999
zhuxket,2023,1039.46
0xbranded,2023,1016.7199999999999
tnevler,2023,1012.8000000000001
jayfromthe13th,2023,1001.19
souilos,2023,999.84
pwnforce,2023,972.67
skodi,2023,966.8
atarpara,2023,945.2600000000001
toonvh,2023,944.7
0xn006e7,2023,942.26
circlelooper,2023,924.3900000000001
gz627,2023,923.5
oxsadeeq,2023,916.43
100su,2023,910.7
jauvany,2023,908.22
0xtraub,2023,905.9499999999999
forketh,2023,905.7800000000001
mgf15,2023,897.58
sleepingbugs,2023,895.61
team_rocket,2023,888.57
slvdev,2023,882.83
supernova,2023,881.4
jerseyjoewalcott,2023,879.98
cryptostellar5,2023,878.79
rahul,2023,877.35
rokinot,2023,876.22
jayshreeram,2023,873.23
dingo2077,2023,871.95
robert,2023,866.18
topmark,2023,859.86
nonseodion,2023,858.72
trustone,2023,857.93
cartlex_,2023,855.5799999999999
delvir0,2023,852.87
dedohwale,2023,851.1800000000001
0xmuxyz,2023,847.74
teddav,2023,847.31
weed0607,2023,847.02
tanh,2023,843.78
c0pp3rscr3w3r,2023,841.86
wahedtalash77,2023,839.5
trysam2003,2023,834.43
kkat7531,2023,829.59
qeew,2023,828.89
invitedtea,2023,810.44
boltzmannbrain,2023,798.59
yukti_chinta,2023,789.1400000000001
amaechieth,2023,784.26
draiakoo,2023,782.93
vakzz,2023,777.03
0xluckhu,2023,773.19
seeques,2023,770.65
proxy,2023,767.5899999999999
yac,2023,749.96
mussucal,2023,747.28
dec3ntraliz3d,2023,745.42
0xprinc,2023,743.3
cloudjunky,2023,737.26
chaieth,2023,732.0
0x11singh99,2023,728.26
0x1337,2023,724.7900000000001
baki,2023,718.04
highduty,2023,711.22
neon2835,2023,701.2199999999999
4710710n,2023,700.83
